1270,40.5819875531,84.0082172593
1271,40.1602975802,84.1400039114
1272,41.6677400417,84.2719973019
1273,39.3025966761,84.4041977551
1274,39.1564983977,84.5366055958
1275,44.7576335126,84.6692211493
1276,39.3884243266,84.8020447415
1277,42.059831604,84.9350766988
1278,43.6071040302,85.068317348
1279,36.1945555593,85.2017670165
1280,36.770410538,85.7515706065
1281,39.1023286838,86.304922057
1282,37.9564593215,86.8618442622
1283,36.1109222829,87.4223602642
1284,37.3711735875,87.9864932534
1285,37.867977561,88.5542665702
1286,37.3583000531,89.1257037055
1287,40.9218412271,89.7008283018
1288,39.7020179181,90.279664154
1289,36.6595090098,90.8622352108
1290,37.2060677621,91.4485655753
1291,37.2777166871,91.4002183543
1292,39.2585188003,91.3518966937
1293,40.1834703869,91.3036005798
1294,39.8797088496,91.2553299992
1295,42.7070330109,91.2070849385
1296,44.4126216192,91.158865384
1297,42.4936100335,91.1106713223
1298,44.6951431289,91.06250274
1299,43.0420218891,91.0143596235
1300,42.7447091014,90.9662419595
1301,43.0439869203,90.9181497344
1302,44.1550902528,90.8700829348
1303,45.9845038582,90.8220415472
1304,41.5960554368,90.7740255583
1305,42.7476691138,90.7260349546
1306,41.5121082624,90.6780697226
1307,43.5139120385,90.630129849
1308,44.0239514881,90.5822153204
1309,45.1083924333,90.5343261233
1310,44.5066301915,90.4864622444
1311,46.0708708489,90.4386236702
1312,44.8490586799,90.3908103875
1313,45.6436636185,90.3430223828
1314,45.653829246,90.2952596427
1315,41.0191680837,90.247522154
1316,38.7176814217,89.0774763356
1317,40.4999300814,87.9225999888
1318,44.6836545241,86.7826964435
1319,44.8713580348,85.6575715796
1320,43.3956477538,84.5470337937
1321,36.6957055626,83.4508939665
1322,38.6125543417,82.3689654305
1323,40.0525026453,81.3010639384
1324,36.4890933863,80.2470076317
1325,39.4873671864,79.2066170096
1326,40.2389976375,79.7484191071
1327,39.7903577937,80.2939273281
1328,37.1842568669,80.8431670239
1329,39.3547555735,81.3961637193
1330,38.5632839563,81.9529431133
1331,36.97933626,82.5135310812
1332,39.1597985968,83.0779536748
1333,40.5783601724,83.6462371244
1334,39.47974618,84.2184078398
1335,38.0580614156,84.7944924112
1336,40.1029822341,85.3745176107
1337,44.7172209701,85.9585103938
1338,45.8631960693,86.5464979002
1339,37.6630355835,87.1385074551
1340,42.4538993702,87.734566571
1341,43.1572680161,88.3347029482
1342,45.4518736951,88.9389444768
1343,44.4567490962,89.5473192373
1344,47.7625347166,90.1598555028
